상품명,규격,단위수량,표준바코드,본사바코드,대표바코드,물류바코드,상품구분,제품설명
부광탁스,100g,1,8806007311710,,,,비의약품,-
펠비낙플라스타,10매,1,8806429048317,,,,일반의약품,"관절염,근육 통증 완화에
효과적인 파스"
마그비연질캡슐,10c,1,8806421043624,,,,일반의약품,"근육경련,눈떨림이 잦은 분께 추천"
다이노포스수저케이스세트,1EA,1,8809304206178,,,,비의약품,-
파워레인저선풍기,1EA,1,8809146207586,,,,비의약품,-
명품다시마환,200g,1,8809149900941,,,,비의약품,-
익스트린엠캡슐,10c,1,8806422035819,,,,일반의약품,허가취하
카밍크림,10g,1,8806422036014,,,,비의약품,-
제이부틴정,10T,1,8806998011910,,,,일반의약품,위장관 운동 조절제
비앤비에코키즈치약,80g,1,8801092517825,,,,비의약품,-
속콜기가연질캡슐,10c,1,8806417047827,,,,일반의약품,"기침,가래약(10캡슐)
끈적한 가래 배출에 효과적"
조인포스정,60T*2EA,2,8806125800103,,,,건강기능식품,3중성분으로 연골관절 튼튼하게
레돌민정,10T,1,8806418057511,,,,일반의약품,"수면의질을 올려줄 수 있음
입마름이 적음"
바스칼캡슐,12c,1,8806448008620,,,,일반의약품,-
금은환,1p,1,8806614000311,,,,일반의약품,"1일 3회
두드러기,습진,무좀(십미패독산)"
자수무릎보호대,M,1,8809320450128,,,,비의약품,-
디펜핫플라스타(덕용),10매*4EA,4,18806538045440,,,,일반의약품,"24시간 효과 지속으로 관절염,
근육통에 빠르고 오래가는 핫파스"
그린염산,400ml,1,8806103602873,,,,비의약품,-
활혈고카타플라스마,6매,1,8806606000121,,,,일반의약품,"한방 카타플라스마 타입의 소염
진통 효과"
생조환(을자탕),1p,1,8806624001810,,,,일반의약품,"딱딱한 변 때문에
변을 보기 힘들 때"
네오면반창고큐(소형),1.0cm*330cm,1,8809321292130,,,,비의약품,-
케어리브(소형),30매,1,8806018704990,,,,비의약품,-
류마켄플라스타,7매,1,8806459013316,,,,일반의약품,1일 2회 붙이는 시원한 파스
헤모틴틴베이비(캔),60p,1,8801157115058,,,,비의약품,-
하마짱밀크온딸기,200T,1,8809226409916,,,,건강기능식품,"우유의 영양보충,딸기맛 츄어블
칼슘,비타민D,자일리톨 함유"
함소아기린아츄잉정초유,90T,1,8809226403280,,,,건강기능식품,"씹어먹을수 있는 초유가
들어간 칼슘제"
시크릿스팟패치,36매,1,8806038000133,,,,비의약품,-
퓨어그린남해흑마늘,140ml*14p,1,8809309721546,,,,비의약품,-
퓨어그린캘리포니아석류,140ml*14p,1,8809309721522,,,,비의약품,-
알보텐덱시300연질캡슐,10c,1,8806526034312,,,,일반의약품,"위장부담 덜한 소염진통제
발열,두통,관절통,치통"
유판씨레드(딸기),2EA,1,8809208682474,,,,비의약품,-
밴드닥터소프트(혼합),10매,1,8801221101871,,,,비의약품,-
밴드닥터소프트(일반),12매,1,01221101956,8801221101857,,,비의약품,-
밴드닥터소프트(대형),8매,1,8801221101864,,,,비의약품,-
밴드닥터아쿠아(혼합),10매,1,8801221101338,,,,비의약품,-
밴드닥터아쿠아(대형),8매,1,8801221101321,,,,비의약품,-
밴드닥터아쿠아(일반),12매,1,8801221101314,,,,비의약품,-
밴드닥터(네모),8매,1,8801221101567,8801221101185,,,비의약품,-
밴드닥터(대형),8매,1,8801221101192,,,,비의약품,-
밴드닥터(혼합),21매,1,8801221101277,,,,비의약품,-
밴드닥터(덕용),22매,1,8801221101536,8801221101260,,,비의약품,-
밴드닥터(표준형),10매,1,8801221101239,,,,비의약품,-
밴드닥터(살균),10매,1,01221101215,,8801221101215,,비의약품,-
일월맥반석황토뜸질기,1EA,1,8809231621037,,,,비의약품,-
중조,100g,1,8809034589992,,,,비의약품,-
애니귀체온계,1EA,1,8809290160041,,,,비의약품,-
몸싹정,10c,1,8806255002019,,,,일반의약품,-
큐피코와골드알파정,1EA,1,8806239000819,,,,일반의약품,"카페인 함유 피로회복제
육체피로,식욕부진 등"
어성초비누,1EA,1,8809311210571,,,,비의약품,-
트란스이엑스겔,100g,1,8806420032117,,,,비의약품,-
판피린티,300T,1,8806265000654,,,,일반의약품,카페인이 함유된 종합감기약
누비플러스마스크,1EA,1,8809164100494,,,,비의약품,-
비쿨점비액,12ml,1,8806438022711,,,,일반의약품,"막힌코를 시원하게 3시간 이상
간격 두고,하루 6회 이하"
톡앤톡외용액,40ml,1,8806418058112,,,,일반의약품,여드름 치료제
나노골드칫솔,1EA,1,8809231231830,,,,비의약품,-
크리넥스수앤수,30매,1,8801166012072,,,,비의약품,-
디펜드스타일언더웨어슬림(여성용/L),3p,1,8801166240550,,,,비의약품,-
디펜드스타일언더웨어슬림(여성용/M),3p,1,8801166240543,,,,비의약품,-
허브스피디칼라크림7호,60g,1,8806022166951,,,,비의약품,-
허브스피디칼라크림6호,60g,1,8806022166944,,,,비의약품,-
러지스탑연질캡슐,10c,1,8806427062810,,,,일반의약품,"알레르기성 비염,가려움증 
1일 1정/효과 빠른 알러지약"
아토팜MLE로션,200ml+60ml,1,8809048415713,,,,비의약품,-
크리넥스건강마스크(어린이),5매,1,8801166130363,,,,비의약품,-
크리넥스건강마스크(여성용),3매,1,8801166130356,,,,비의약품,-
크리넥스건강마스크,3매,1,8801166130332,,,,비의약품,-
크리넥스입체마스크(어린이),3매,1,8801166130325,,,,비의약품,-
크리넥스입체마스크,3매,1,8801166130318,,,,비의약품,-
크리넥스황사마스크KF80(소형),3매,1,8801166130295,8801166130646,,,비의약품,-
패독산엑스과립,3g*120포,1,8806696024625,,,,일반의약품,"몸살,열이 심할 때 복용하는 생약"
생장환과립,30p,1,8806942000120,,,,일반의약품,식사량이 적어서 오는 변비에
포탈락산20g,30포,1,8806421043228,,,,일반의약품,당뇨 걱정 없는 안전한 변비 가루약
일동붙이는핫팩,1EA,1,8806018704969,,,,비의약품,-
매끈매끈보들보들힐팩,4매,1,8809008929465,,,,비의약품,-
바세린,450g,1,8806483009811,,,,비의약품,-
통청환,1p,1,8806604011716,,,,일반의약품,구토 소화불량 등
이부에프정,10T,1,8806409008119,,,,일반의약품,"이부프로펜+아르기닌
효과빠른 해열진통소염제"
판피린Q액,20ml*5,1,8806265001323,,,,일반의약품,카페인이 함유된 액상 종합감기약
아토팜MLE크림,100ml+60ml,1,8809048415706,,,,비의약품,-
펠비낙첩부제,10매,1,8806438005530,,,,일반의약품,"관절염,근육 통증 완화에
효과적인 파스"
시카비오포마드(손상피부개선크림),40ml,1,3401399545405,,,,비의약품,-
로사겔2%,30g,1,8806448039624,,,,일반의약품,"겔 형태 
각질형 여드름에 사용"
코졸텍정,10T,1,8806481013247,,,,일반의약품,"1일 1회 먹는 알레르기약 
알러지성 비염,두드러기"
망고민트,14g,1,4005292003018,,,,비의약품,-
마스크,1EA,1,8809153330468,,,,비의약품,-
데오메딕바디워시,200ml,1,3206112346,,,,비의약품,-
짜서쓰는세븐에이트5호,60g,1,8806022169341,,,,비의약품,-
짜서쓰는세븐에이트4호,60g,1,8806022169334,,,,비의약품,-
짜서쓰는세븐에이트7호,60g,1,8806022169365,,,,비의약품,-
짜서쓰는세븐에이트4.3호,60g,1,8806022169327,,,,비의약품,-
짜서쓰는세븐에이트6호,60g,1,8806022169358,,,,비의약품,-
�f봇키즈비타,24T,1,8809434840204,,,,비의약품,-
소룡정,10T,1,8806696043015,,,,일반의약품,"물처럼 흐르는 맑은 콧물에 효과적
맑은 콧물,재채기,묽은 가래"
베타글루칸정,30T,1,8809353375610,,,,건강기능식품,면역 기능 증진에 도움
소피아키즈비타민,18T,1,8809434840181,,,,비의약품,-
듀오락케어,60c,1,8809128781882,,,,건강기능식품,-
바세린인텐시브케어립에센스(체리),10ml,1,8801619043776,,,,비의약품,-
바세린인텐시브케어립에센스(어드밴스드),10ml,1,8801619043769,,,,비의약품,-
실크스킨바디로션,250ml,1,8809206531583,,,,비의약품,-
로즈핸드크림,60g,1,8809206531507,,,,비의약품,-
하이락토프리미엄,30c*2EA,1,8806018706567,,,,건강기능식품,"4중코팅,100억 유산균
비타민D 함유"
큐텐비플러스,60c*2EA,2,8806119817025,,,,건강기능식품,"코큐텐,비타민,미네랄 함유
에너지 생성,항산화에 도움"
목청프로폴리스,12T,1,8809238864741,,,,비의약품,-
목청플러스,12T,1,8809015890185,,,,비의약품,-
통증패치,75EA,1,8809411010064,,,,비의약품,-
필로젠겔,75g,1,8806980025123,,,,일반의약품,"간편하게 바르는 진통소염제
관절염,근육통,통증"
LP손목/엄지손가락보호대752,1EA,1,4717556752319,,,,비의약품,-
위생단큐환,10p,1,8806614010525,,,,일반의약품,"한방소화제
소화불량,과식,더부룩함 등"
두줄크린치약,190g,1,8809290410023,,,,비의약품,-
우주안대,1EA,1,8809250941017,,,,비의약품,-
마누카벌꿀캔디,16T,1,8809238864703,,,,비의약품,-
삼현과산화수소수,250ml,1,8809034589985,,,,비의약품,-
대한멸균거즈에이,5매,1,8809339940894,,,,비의약품,-
대한멸균거즈에이,4cm*4cm*5매,1,8809339940924,,,,비의약품,-
대한멸균거즈에이,3cm*3cm*5p,1,8809339940917,,,,비의약품,-
쿨스펜겔,50g,1,8806538050010,,,,일반의약품,"바르는 소염진통제(파스)
15세 이상 사용가능"
썬디드롭스1000IU,10ml,1,8809326640752,,,,건강기능식품,"비타민D 보충용 제품
약 11개월분"
썬디드롭스400IU,10ml,1,8809326640745,,,,건강기능식품,"비타민D 보충용 제품
약 11개월분"
마데카솔분말,30g,1,8806534005434,,,,일반의약품,진물이나 출혈이 많은 상처에 추천
아토덤핸드크림,2EA,1,8809371190394,,,,비의약품,-
오카모토003알로에콘돔,10p,1,4547691689603,,,,비의약품,-
타바겐겔,15g,1,8806534028419,,,,일반의약품,"타박상,멍 빼는 약"
덴탈워크스교체형치실(Y형),1EA,1,4983435655211,,,,비의약품,-
스탑엔플러스,1.2g*12T,1,8809290858955,,,,비의약품,-
사각면봉,1EA,1,8809215600256,,,,비의약품,-
또봇스텐레스젓가락,1EA,1,8806365040628,,,,비의약품,-
퓨어황사마스크소형(흰색),1EA,1,8809072983585,,,,비의약품,-
퓨어황사마스크(블루),1EA,1,8809072983592,,,,비의약품,-
퓨어황사마스크대형(파랑),1EA,1,8809072983561,,,,비의약품,-
퓨어황사마스크대형(흰색),1EA,1,8809072983554,,,,비의약품,-
알코딘연질캡슐,90c,1,8806494015610,,,,일반의약품,"야맹증,눈의 혈관장애 개선,
망막변성예방"
소적환,1EA,1,8806543016858,,,,일반의약품,"생약성분 소화제(연라환)
스트레스성 소화불량"
프로폴리스리퀴드,30ml,1,8809325380666,,,,건강기능식품,"환절기 건강을 지키고 싶을 때
항염증 효과와 알레르기 개선 효과"
프로폴리스스프레이,30ml,1,8809325380420,,,,건강기능식품,"구강 면역력 증강,항균작용
언제,어디서든 간편하게 사용"
헬로카봇칫솔2단계,1EA,1,8809042048689,,,,비의약품,-
엘라스겔,100g,1,8806446008523,,,,일반의약품,"멍,붓기 연고
부종완화"
프리미엄피비람노스,60c*2EA,1,625349017504,,,,건강기능식품,"생균 10종 함유
100억 CFU 이상의 유산균"
카봇어린이칫솔3단계,1EA,1,8809042048702,,,,비의약품,-
DZ스포츠테이프,5cm*5m,1,8809273171873,,,,비의약품,-
바소칸징코,2000T,1,8806052425127,,,,건강기능식품,-
메디폼5mm,20cm*20cm,1,8806129615055,,,,비의약품,-
통청수,100ml*10EA,10,18806052427111,,,,비의약품,-
스코펜정,10T,1,8806452041712,,,,일반의약품,"효과빠른 해열,진통,소염제
각종 통증,염증 증상 시"
코랄칼슘마그네슘플러스비타민D,90T,1,8809325380376,,,,건강기능식품,"산호 추출 칼슘 함유
칼슘+마그네슘+비타민D"
파워쥐타운젬,100g,1,8809236711054,,,,비의약품,-
아가용물티슈보솜이캡,60매,1,8801260607365,,,,비의약품,-
슈얼리디지털배란테스트,20p,1,8809408860122,,,,비의약품,-
투스탑캡슐,10c,1,8806473023421,,,,일반의약품,잇몸영양제 이가탄 성분동일
오마인에어퍼프,2p,1,8806326491636,8806326491629,,,비의약품,-
아크윈플러스덤,46매,1,8806035081913,,,,비의약품,-
오므론네블라이저마스크(소아용),1EA,1,8809380730055,,,,비의약품,-
위제로정,90p,90,8806966009024,,,,일반의약품,"과식으로 인한 더부룩함
속쓰림,위통,소화불량"
노루모에프산,15p,1,8806417048428,,,,일반의약품,"1일 3회,소화력 높은 노루모
속쓰림 및 소화불량,과식 등"
쾌변,1EA,1,8809311215033,,,,비의약품,-
종이반창고(살색/대형),1EA,1,8806138681072,,,,비의약품,-
종이반창고(백색/대형),1EA,1,8806138681027,,,,비의약품,-
겨울왕국열냉각시트,6매,1,8809042048993,,,,비의약품,-
하야치금칫솔,1EA,1,8805091400348,,,,비의약품,-
옵티케어,3.5g,1,8901117150935,,,,동물의약품,"개의 건성 각결막염 치료제
반려동물 안구 건조증 관리"
내리젤시트,6매,1,4987072038413,,,,비의약품,-
락피더스키즈,60p,1,31014015702431,,,,건강기능식품,"17종 프로바이오틱스 
장건강+뼈건강+면역력 증진"
함초환,180g,1,8809149901283,,,,비의약품,-
엔드콜에프,1EA,1,8806942041413,,,,일반의약품,"생약+양약 복합 몸살감기약
감기몸살,발열,두통,근육통"
"한일거즈붕대(3"")",7.5cm*540cm,1,8809232573250,,,,비의약품,-
헬프로투스정,10T,1,8806439033013,,,,일반의약품,"위산 억제하여 위통,속쓰림,
소화불량개선"
한일멸균거즈,7.5cm*7.5cm*8p,1,8809232573229,,,,비의약품,-
쥐타운펠렛,100g,1,8809236713010,,,,비의약품,-
웰빙마스크,1EA,1,8809152161148,,,,비의약품,-
데오메딕워시,200ml,1,8809112541782,,,,비의약품,-
초등학생용4중차단마스크블루,1EA,1,8809164100807,,,,비의약품,-
초등학생용4중차단마스크(핑크),1EA,1,8809164100333,,,,비의약품,-
출동슈퍼윙스,10T,1,8809015891953,,,,비의약품,-
미니특공대입체방한대(핑크),1EA,1,8809276552280,,,,비의약품,-
엠오이칼포도당캔디딸기맛,1EA,1,4009077072848,,,,비의약품,-
엠오이칼포도당캔디복숭아맛,1EA,1,4009077072817,,,,비의약품,-
엠오이칼포도당캔디체리맛,1EA,1,4009077072831,,,,비의약품,-
글루코닥터탑스트립지,50매,1,8806128328321,,,,비의약품,-
브라이튼치주환자용(4줄모),1EA,1,8808413223496,,,,비의약품,-
이조은치간칫솔0(SSSS),12p,1,8804227025233,,,,비의약품,-
이조은치간칫솔2(SS),12EA,1,8804227025110,,,,비의약품,-
컬러짱방한대(와인),1EA,1,8809375490568,,,,비의약품,-
피톤치드방한대(청색),1EA,1,8809132603170,,,,비의약품,-
홈세이프구급함(중),1EA,1,8809317830261,,,,비의약품,-
스피루리나500mg,300c,1,7699728000312,,,,비의약품,-
아벤느스왕아빼장꽁뚜르데지으,10ml,1,3282779051361,,,,비의약품,-
제타토닉+아미큐,1SET,1,18806124500049,,,,비의약품,-
한솔아시클로버크림,5g,1,8806458026317,,,,일반의약품,"단순포진 바이러스 감염증에 사용
1일 5회 환부에 도포"
날개치간칫솔형이쑤시개,50EA,1,8809348670850,,,,비의약품,-
엑소덤패취30(1단계),7매*4EA,4,18806744004729,,,,일반의약품,"니코틴 패취
하루 20개피 이상 흡연시 4주간 사용"
보성컬러방한대파랑,1EA,1,8809240433805,,,,비의약품,-
보성컬러방한대검정,1EA,1,8809240433768,,,,비의약품,-
우리아이눈에좋은베타카로틴,60T,1,8809353376204,,,,건강기능식품,"어린이 눈영양제 [츄어블 정]
비타민 A 전구체,항산화 비타민 C"
노루모플러스산,250g,1,8806417048510,,,,일반의약품,"1일 3회 복용
위산과다,속쓰림,구역,구토"
비담팁크리너칫솔,1EA,1,8809014275334,,,,비의약품,-
스피드퀸정,10T,1,8806418057719,,,,일반의약품,-
베타글루칸정,30T*2EA,1,8809353375627,,,,건강기능식품,면역 기능 증진에 도움
미니특공대키즈비타씨,120T,1,8809276552358,,,,건강기능식품,-
로보카폴리비타D+,10T,1,8809290858894,,,,건강기능식품,11가지 야채농축액+비타민D 112IU
골프공마사지,1EA,1,6955859162994,,,,비의약품,-
필로젠겔,50g,1,8806980025116,,,,일반의약품,"간편하게 바르는 진통소염제
관절염,근육통,통증"
씨트메틴정,10T,1,8806473021915,,,,일반의약품,"위장관 운동 기능 조절제,과민성대장"
갈근탕,3p,1,8806550010849,,,,일반의약품,-
니베아익스프레스,400ml,1,4005808891436,,,,비의약품,-
한풍노즈액,1EA,1,8806581057011,,,,일반의약품,"초기 감기증상
(콧물,재채기,발열)완화"
한풍콜드액,1EA,1,8806581057110,,,,일반의약품,"몸살,콧물,코막힘,근육통,
오한,발열의 증상 완화"
카바몰프로정,10T,1,8806538049915,,,,일반의약품,근육이완제
그린맘식물성오메가,60c,1,8809325380550,,,,건강기능식품,-
쏠라D리퀴드400,15ml,1,8809325380659,,,,건강기능식품,"칼슘과 인 흡수,골다공증 도움"
아미큐,100ml*10EA,10,8809330472141,,,,비의약품,-
케로팝(덕용),24매,4,8806677000723,,,,일반의약품,시원한 소염진통 파스
아이프로텍트루테인,60c,1,8809325380628,,,,건강기능식품,"눈의 피로,황반색소밀도 유지,야맹증"
